verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה,סך_חטיבות
SH-16-03-64384-385,0,1,1,2
SH-16-03-8483-659,1,1,1,3
SH-16-04-12546-99,0,1,1,2
SH-16-04-15868-544,0,1,1,2
SH-16-04-1643-629,1,1,1,3
SH-16-04-17042-534,1,1,1,3
SH-16-04-17508-242,1,1,1,3
SH-16-04-32546-898,0,1,1,2
SH-16-04-37436-308,1,1,1,3
SH-16-04-46194-736,1,0,1,2
SH-16-04-7426-121,0,0,0,0
SH-16-05-10003-791,1,1,1,3
SH-16-05-10996-895,1,1,1,3
SH-16-05-20484-410,1,0,0,1
SH-16-05-26828-515,1,1,1,3
SH-16-05-26856-158,1,1,1,3
SH-16-05-2907-790,1,0,1,2
SH-16-05-40484-582,1,1,1,3
SH-16-05-41269-391,1,1,1,3
SH-16-05-41316-855,1,0,0,1
SH-16-05-44314-672,1,1,1,3
SH-16-05-47136-687,1,0,0,1
SH-16-05-54072-723,1,1,1,3
SH-16-05-54910-911,1,0,1,2
SH-16-05-62962-395,1,0,0,1
SH-16-05-63604-55,1,0,1,2
SH-16-05-7786-472,1,1,1,3
SH-16-06-13508-757,1,0,0,1
SH-16-06-16603-890,1,0,1,2
SH-16-06-20028-100,1,1,1,3
SH-16-06-21557-700,1,1,1,3
SH-16-06-35639-187,1,0,0,1
SH-16-06-46038-424,1,0,0,1
SH-16-06-47357-979,1,0,0,1
SH-16-06-49808-948,1,1,1,3
SH-16-06-50308-649,1,1,1,3
SH-16-06-51991-912,1,1,1,3
SH-16-06-53127-56,1,1,1,3
SH-16-06-56473-7755,1,0,1,2
SH-16-06-56632-505,1,0,1,2
SH-16-06-57043-322,1,1,1,3
SH-16-06-58615-642,0,1,1,2
SH-16-06-60454-731,1,1,1,3
SH-16-06-62092-259,1,1,1,3
SH-16-06-65414-611,1,0,0,1
SH-16-06-66302-730,1,0,0,1
SH-16-07-11370-81,1,1,1,3
SH-16-07-116-270,1,1,1,3
SH-16-07-14510-981,1,1,1,3
SH-16-07-1470-657,1,1,1,3
SH-16-07-14829-594,1,1,1,3
SH-16-07-15676-190,1,1,1,3
SH-16-07-15805-735,1,1,1,3
SH-16-07-24984-898,1,0,0,1
SH-16-07-26896-378,1,1,1,3
SH-16-07-2717-592,1,0,0,1
SH-16-07-27471-880,1,1,1,3
SH-16-07-29216-834,1,1,1,3
SH-16-07-29798-520,1,1,1,3
SH-16-07-31007-451,1,1,1,3
SH-16-07-40788-310,1,1,1,3
SH-16-07-41946-538,1,1,1,3
SH-16-07-42621-473,1,0,1,2
SH-16-07-45818-381,1,0,1,2
SH-16-07-47301-753,1,1,1,3
SH-16-07-50330-532,1,1,1,3
SH-16-08-10853-555,1,1,1,3
SH-16-08-12906-480,1,0,0,1
SH-16-08-14998-931,1,1,1,3
SH-16-08-16043-181,0,0,0,0
SH-16-08-16387-484,1,1,1,3
SH-16-08-18285-504,1,1,1,3
SH-16-08-19606-963,1,0,0,1
SH-16-08-19746-675,1,1,1,3
SH-16-08-25307-HK-L,1,1,1,3
SH-16-08-27255-55,0,1,1,2
SH-16-08-27791-271,1,1,1,3
SH-16-08-29373-730,0,0,0,0
SH-16-08-32277-560,1,1,1,3
SH-16-08-39727-191,0,0,0,0
SH-16-08-40567-174,1,1,1,3
SH-16-08-49471-437,1,1,1,3
SH-16-08-54373-368,0,1,1,2
SH-16-08-54500-261,1,0,0,1
SH-16-08-54826-129,1,1,1,3
SH-16-08-54854-908,1,1,1,3
SH-16-08-58768-902,1,0,0,1
SH-16-08-60385-951,1,1,1,3
SH-16-08-60598-187,1,0,0,1
SH-16-08-60843-985,1,1,1,3
SH-16-08-7611-637,1,0,0,1
SH-16-09-17680-364,1,0,0,1
SH-16-09-18216-212,1,1,1,3
SH-16-09-2008-842,1,1,1,3
SH-16-09-20933-112,1,0,0,1
SH-16-09-26164-213,1,0,0,1
SH-16-09-30169-273,0,0,1,1
SH-16-09-31240-710,1,0,0,1
SH-16-09-3491-749,1,1,1,3
SH-16-09-43228-415,1,1,1,3
SH-16-09-45997-329,1,0,1,2
SH-16-09-54116-656,1,1,1,3
SH-16-09-57318-568,1,0,1,2
SH-16-09-64418-33,1,1,1,3
SH-16-09-67431-212,1,0,0,1
SH-16-10-1516-912,1,1,1,3
SH-16-10-15619-451,1,0,0,1
SH-16-10-20482-312,1,1,1,3
SH-16-10-25154-354,1,1,1,3
SH-16-10-27432-591,1,1,1,3
SH-16-10-28997-556,1,0,1,2
SH-16-10-29879-557,1,0,1,2
SH-16-10-42006-595,1,1,1,3
SH-16-10-43260-894,1,0,0,1
SH-16-10-7325-107,1,1,1,3
SH-16-11-11314-791,0,1,1,2
SH-16-11-11845-142,1,0,1,2
SH-16-11-13085-919,1,0,0,1
SH-16-11-20685-809,1,1,1,3
SH-16-11-26274-673,1,1,1,3
SH-16-11-26839-788,0,1,1,2
SH-16-11-28236-148,1,0,1,2
SH-16-11-29577-613,1,0,0,1
SH-16-11-29821-653,1,1,1,3
SH-16-11-33243-739,1,0,0,1
SH-16-11-43529-231,0,0,0,0
SH-16-11-5911-54,1,1,1,3
SH-16-11-61617-221,1,1,1,3
SH-16-11-62760-837,0,1,1,2
SH-16-11-64314-485,1,1,1,3
SH-16-11-66475-79,1,1,1,3
SH-16-11-66949-327,1,1,1,3
SH-16-11-69225-633,1,0,1,2
SH-16-11-7930-535,1,1,1,3
SH-16-11-9896-992,1,1,1,3
SH-16-12-13306-529,1,1,1,3
SH-16-12-13447-587,1,0,1,2
SH-16-12-14379-458,1,1,1,3
SH-16-12-19327-978,1,1,1,3
SH-16-12-29522-349,1,1,1,3
SH-16-12-3286-239,0,1,1,2
SH-16-12-35798-428,1,1,1,3
SH-16-12-4744-665,1,0,0,1
SH-16-12-4911-155,1,1,1,3
SH-16-12-61865-521,1,0,1,2
SH-16-12-62222-327,1,1,1,3
SH-16-12-7154-175,1,1,1,3
SH-16-12-9308-118,0,1,1,2
SH-17-01-14398-292,1,0,1,2
SH-17-01-16219-372,1,0,1,2
SH-17-01-18487-183,1,1,1,3
SH-17-01-23364-635,1,0,0,1
SH-17-01-29013-130,1,1,1,3
SH-17-01-32841-252,0,1,1,2
SH-17-01-44415-693,1,1,1,3
SH-17-01-44422-96,0,1,1,2
SH-17-01-44914-770,0,1,1,2
SH-17-01-45708-130,1,1,1,3
SH-17-01-46868-929,1,1,1,3
SH-17-01-49087-850,1,1,1,3
SH-17-01-5310-533,1,0,1,2
SH-17-01-53825-399,1,0,1,2
SH-17-01-5405-242,1,1,1,3
SH-17-01-599-204,1,0,0,1
SH-17-01-60101-686,0,1,1,2
SH-17-01-6048-738,0,1,1,2
SH-17-01-66939-242,1,1,1,3
SH-17-01-71706-376,1,1,1,3
SH-17-01-8975-813,1,1,1,3
SH-17-02-16259-652,1,1,1,3
SH-17-02-1969-713,1,1,1,3
SH-17-02-23454-807,1,1,1,3
SH-17-02-24524-692,1,0,0,1
SH-17-02-37480-582,1,1,0,2
SH-17-02-38366-444,1,1,1,3
SH-17-02-48984-623,1,1,1,3
SH-17-02-51354-491,0,1,1,2
SH-17-02-5350-394,0,0,1,1
SH-17-02-5581-100,1,0,1,2
SH-17-02-60340-165,1,0,1,2
SH-17-02-6996-24,1,0,0,1
SH-17-02-7908-886,1,1,0,2
SH-17-02-864-257,0,1,1,2
SH-17-02-9183-478,1,0,1,2
SH-17-03-16678-767,1,0,1,2
SH-17-03-19393-785,1,0,1,2
SH-17-03-19932-252,1,1,1,3
SH-17-03-21308-309,1,1,1,3
SH-17-03-23774-656,1,1,1,3
SH-17-03-25133-346,1,1,1,3
SH-17-03-28371-531,1,1,1,3
SH-17-03-29899-168,1,1,1,3
SH-17-03-34353-592,1,1,1,3
SH-17-03-34607-993,1,1,1,3
SH-17-03-44097-374,1,0,1,2
SH-17-03-46548-833,1,1,1,3
SH-17-03-47012-52,1,1,1,3
SH-17-03-56373-949,1,1,1,3
SH-17-03-56678-727,1,0,1,2
SH-17-03-6399-144,1,0,1,2
SH-17-03-65985-341,1,1,1,3
SH-17-04-11512-877,1,1,1,3
SH-17-04-13534-392,1,0,1,2
SH-17-04-14184-755,1,1,0,2
SH-17-04-1659-911,0,0,0,0
SH-17-04-16794-612,1,1,1,3
SH-17-04-20754-547,1,1,1,3
SH-17-04-21666-724,0,1,1,2
SH-17-04-28215-408,1,0,1,2
SH-17-04-30197-613,1,1,1,3
SH-17-04-327-395,1,1,1,3
SH-17-04-33160-80,1,1,1,3
SH-17-04-33252-505,1,1,1,3
SH-17-04-42116-744,1,1,1,3
SH-17-04-45070-96,1,1,1,3
SH-17-04-45539-464,1,1,1,3
SH-17-04-46039-182,1,1,1,3
SH-17-04-8288-772,1,0,0,1
SH-17-05-1264-803,1,1,1,3
SH-17-05-23282-697,1,0,1,2
SH-17-05-24239-935,1,1,1,3
SH-17-05-26647-597,1,0,1,2
SH-17-05-27274-727,1,0,1,2
SH-17-05-2908-975,1,1,1,3
SH-17-05-35074-567,1,1,1,3
SH-17-05-36054-821,1,1,1,3
SH-17-05-37850-687,1,1,1,3
SH-17-05-42361-264,1,1,1,3
SH-17-05-43632-489,1,1,1,3
SH-17-05-53098-788,1,1,1,3
SH-17-05-54673-573,1,1,1,3
SH-17-05-59289-803,1,0,1,2
SH-17-05-59983-275,1,1,1,3
SH-17-05-62803-722,1,0,0,1
SH-17-06-10823-77,1,1,1,3
SH-17-06-1788-849,1,1,1,3
SH-17-06-22715-323,1,1,1,3
SH-17-06-43240-917,1,1,1,3
SH-17-06-43982-326,1,1,1,3
SH-17-06-56668-375,1,0,0,1
SH-17-06-57717-149,1,1,1,3
SH-17-06-62710-347,1,0,1,2
SH-17-06-63637-282,1,1,1,3
SH-17-06-824-582,1,1,1,3
SH-17-07-10324-256,1,1,1,3
SH-17-07-10335-777,1,1,1,3
SH-17-07-16759-919,1,1,1,3
SH-17-07-17501-891,1,1,1,3
SH-17-07-23198-547,1,1,1,3
SH-17-07-26943-611,1,1,1,3
SH-17-07-35865-527,1,1,1,3
SH-17-07-36782-322,1,0,1,2
SH-17-07-39324-191,1,1,1,3
SH-17-07-42276-666,1,1,1,3
SH-17-07-44360-180,1,0,1,2
SH-17-07-45537-473,1,1,1,3
SH-17-07-45961-30,1,0,1,2
SH-17-07-53503-249,1,1,1,3
SH-17-07-54880-301,1,0,0,1
SH-17-07-56059-533,1,1,1,3
SH-17-07-59203-778,1,1,1,3
SH-17-07-65684-903,1,0,0,1
SH-17-07-69011-394,1,1,1,3
SH-17-07-70546-717,1,1,1,3
SH-17-08-10111-210,1,1,1,3
SH-17-08-25513-714,1,0,0,1
SH-17-08-29688-590,1,1,1,3
SH-17-08-29892-968,1,1,1,3
SH-17-08-41688-930,1,0,1,2
SH-17-08-43694-346,1,1,1,3
SH-17-08-43875-884,1,1,1,3
SH-17-08-48877-433,1,0,0,1
SH-17-08-56589-11,1,0,0,1
SH-17-09-10152-289,1,1,1,3
SH-17-09-13667-955,1,1,1,3
SH-17-09-13769-40,1,1,1,3
SH-17-09-17384-56,1,1,1,3
SH-17-09-17948-578,1,1,1,3
SH-17-09-22347-296,1,1,1,3
SH-17-09-26341-643,1,1,1,3
SH-17-09-28451-235,1,1,1,3
SH-17-09-31332-472,1,1,1,3
SH-17-09-33037-549,1,1,1,3
SH-17-09-37326-497,1,1,1,3
SH-17-09-38149-487,1,1,1,3
SH-17-09-39491-587,1,1,1,3
SH-17-09-4032-494,1,1,0,2
SH-17-09-41968-392,1,1,1,3
SH-17-09-42213-580,1,1,1,3
SH-17-09-42225-55,1,1,1,3
SH-17-09-6110-55,1,0,0,1
SH-17-10-12320-80,1,1,1,3
SH-17-10-33475-94,1,1,1,3
SH-17-10-40639-105,1,1,1,3
SH-17-10-42032-379,1,0,1,2
SH-17-10-51176-944,1,1,1,3
SH-17-10-57763-179,1,1,1,3
SH-17-11-20538-888,1,1,1,3
SH-17-11-27865-580,1,1,1,3
SH-17-11-30223-556,1,0,1,2
SH-17-11-32946-659,1,1,1,3
SH-17-11-36886-793,1,1,1,3
SH-17-11-38435-476,1,1,1,3
SH-17-11-40276-869,1,0,1,2
SH-17-11-4127-954,1,0,1,2
SH-17-11-46909-136,1,1,0,2
SH-17-11-58021-241,1,0,1,2
SH-17-11-59939-863,1,1,1,3
SH-17-11-62426-927,1,1,1,3
SH-17-11-66974-564,1,1,1,3
SH-17-11-70627-109,1,1,1,3
SH-17-11-9675-404,1,1,1,3
SH-17-12-12151-694,1,1,1,3
SH-17-12-2077-22,1,1,1,3
SH-17-12-27295-743,1,1,1,3
SH-17-12-30311-533,1,0,1,2
SH-17-12-32164-374,1,1,1,3
SH-17-12-41783-498,1,1,1,3
SH-17-12-44871-943,1,1,1,3
SH-17-12-50359-925,1,1,1,3
SH-17-12-50520-916,1,1,1,3
SH-17-12-54330-998,1,1,1,3
SH-17-12-57140-967,1,1,1,3
SH-17-12-59039-676,1,0,0,1
SH-18-01-102-418,1,0,1,2
SH-18-01-11267-613,1,1,1,3
SH-18-01-15486-258,1,1,0,2
SH-18-01-16619-239,1,1,1,3
SH-18-01-19505-775,0,0,1,1
SH-18-01-21232-735,1,0,1,2
SH-18-01-25278-8,1,1,1,3
SH-18-01-25332-951,1,1,1,3
SH-18-01-27103-119,1,0,1,2
SH-18-01-31006-665,1,1,1,3
SH-18-01-33024-454,1,1,1,3
SH-18-01-33658-881,1,1,1,3
SH-18-01-39034-726,1,1,1,3
SH-18-01-39086-191,1,1,1,3
SH-18-01-44280-837,1,1,1,3
SH-18-01-46655-226,0,0,0,0
SH-18-01-59087-687,1,1,1,3
SH-18-01-65573-593,1,1,1,3
SH-18-01-66041-165,0,1,1,2
SH-18-01-8537-698,1,1,1,3
SH-18-02-20589-49,1,1,1,3
SH-18-02-27467-827,1,1,1,3
SH-18-02-27470-472,1,0,1,2
SH-18-02-28811-22,1,1,1,3
SH-18-02-29380-110,1,1,1,3
SH-18-02-30618-244,1,1,1,3
SH-18-02-32363-159,1,1,1,3
SH-18-02-35169-179,1,0,1,2
SH-18-02-37379-414,1,1,1,3
SH-18-02-39297-171,1,1,1,3
SH-18-02-41174-404,1,1,1,3
SH-18-02-42456-935,1,1,1,3
SH-18-02-43097-387,1,0,1,2
SH-18-02-46328-425,1,0,1,2
SH-18-02-47304-799,1,1,1,3
SH-18-02-49055-900,1,1,1,3
SH-18-02-50693-361,1,1,1,3
SH-18-02-56173-897,1,0,1,2
SH-18-02-56179-747,1,1,1,3
SH-18-02-59205-138,1,1,1,3
SH-18-02-59329-376,1,1,1,3
SH-18-02-63596-888,1,0,1,2
SH-18-02-63696-697,1,1,1,3
SH-18-02-8442-191,1,1,1,3
SH-18-03-11072-641,1,1,0,2
SH-18-03-16143-289,1,1,1,3
SH-18-03-17959-4,1,1,1,3
SH-18-03-21678-419,1,1,1,3
SH-18-03-30643-70,1,1,1,3
SH-18-03-33183-403,1,1,1,3
SH-18-03-3576-641,1,1,1,3
SH-18-03-40055-767,1,1,1,3
SH-18-03-40063-557,1,1,1,3
SH-18-03-40331-690,1,1,1,3
SH-18-03-47168-5,1,1,1,3
SH-18-03-54732-316,1,1,1,3
SH-18-03-55179-766,1,1,1,3
SH-18-03-55187-531,1,1,1,3
SH-18-03-63584-283,1,1,1,3
SH-18-03-69865-101,1,1,1,3
SH-18-04-27340-151,1,1,1,3
SH-18-04-27961-859,1,1,1,3
SH-18-04-31647-360,1,1,1,3
SH-18-04-3302-989,1,0,1,2
SH-18-04-33839-221,0,1,1,2
SH-18-04-34053-72,1,1,1,3
SH-18-04-35566-577,0,0,1,1
SH-18-04-3673-16,1,1,1,3
SH-18-04-38160-804,1,1,1,3
SH-18-04-47668-420,0,0,1,1
SH-18-04-4867-582,1,1,1,3
SH-18-04-49667-304,1,1,1,3
SH-18-04-899-542,1,0,1,2
SH-18-05-19412-395,1,1,1,3
SH-18-05-21094-496,1,0,1,2
SH-18-05-25835-833,1,1,1,3
SH-18-05-31134-363,1,1,1,3
SH-18-05-33798-558,1,0,1,2
SH-18-05-39665-512,1,1,1,3
SH-18-05-40001-986,1,1,1,3
SH-18-05-44591-829,1,1,0,2
SH-18-05-54134-184,1,0,1,2
SH-18-05-58530-246,1,1,1,3
SH-18-05-62573-389,1,1,1,3
SH-18-05-65636-295,1,1,1,3
SH-18-05-68375-792,1,0,1,2
SH-18-05-7486-406,1,1,1,3
SH-18-06-10086-525,1,1,1,3
SH-18-06-1062-745,1,0,1,2
SH-18-06-17321-133,0,1,1,2
SH-18-06-2230-598,1,1,1,3
SH-18-06-266-909,1,1,1,3
SH-18-06-2791-241,1,1,1,3
SH-18-06-32948-673,1,1,1,3
SH-18-06-35856-208,1,1,0,2
SH-18-06-46914-359,1,1,1,3
SH-18-06-48983-293,1,1,1,3
SH-18-06-49033-213,1,1,1,3
SH-18-06-60525-364,1,1,1,3
SH-18-06-62497-516,1,1,1,3
SH-18-06-67471-811,1,1,1,3
SH-18-07-10005-670,1,1,1,3
SH-18-07-13939-555,1,1,1,3
SH-18-07-17208-636,1,0,1,2
SH-18-07-23864-634,1,1,1,3
SH-18-07-24004-826,1,1,1,3
SH-18-07-25254-555,1,1,1,3
SH-18-07-32587-842,1,1,1,3
SH-18-07-42230-124,1,1,1,3
SH-18-07-42779-44,1,1,1,3
SH-18-07-42790-33,1,1,1,3
SH-18-07-42806-11,1,1,1,3
SH-18-07-49472-849,1,1,1,3
SH-18-07-56595-268,1,1,1,3
SH-18-07-7926-973,1,1,1,3
SH-18-08-15253-19,1,1,1,3
SH-18-08-16599-832,0,1,1,2
SH-18-08-21355-645,1,0,1,2
SH-18-08-34210-587,1,1,1,3
SH-18-08-40004-417,1,1,1,3
SH-18-08-41515-11,1,0,0,1
SH-18-08-45345-846,1,1,1,3
SH-18-08-48224-812,1,1,1,3
SH-18-08-48281-506,1,1,1,3
SH-18-08-49923-113,1,1,1,3
SH-18-08-50319-771,1,0,1,2
SH-18-08-51474-558,1,0,1,2
SH-18-08-52330-129,1,0,1,2
SH-18-08-60029-843,0,0,1,1
SH-18-08-8642-992,1,1,1,3
SH-18-09-24272-299,1,0,1,2
SH-18-09-34266-426,1,1,1,3
SH-18-09-35670-14,1,1,1,3
SH-18-09-39058-86,1,1,1,3
SH-18-09-39933-890,1,1,1,3
SH-18-09-40577-606,1,1,1,3
SH-18-09-43138-808,1,1,1,3
SH-18-09-4488-456,1,1,1,3
SH-18-09-6840-875,1,0,1,2
SH-18-09-8588-179,1,1,1,3
SH-18-10-13642-883,1,0,1,2
SH-18-10-20763-56,1,1,1,3
SH-18-10-26963-668,1,1,1,3
SH-18-10-27890-198,1,1,1,3
SH-18-10-31387-881,1,1,1,3
SH-18-10-34271-667,1,1,1,3
SH-18-10-34792-342,1,1,1,3
SH-18-10-35466-644,1,1,1,3
SH-18-10-36499-288,1,1,1,3
SH-18-10-37295-311,1,1,1,3
SH-18-10-40055-213,1,0,1,2
SH-18-10-40096-767,1,1,1,3
SH-18-10-42827-225,1,1,1,3
SH-18-10-43794-164,1,1,1,3
SH-18-10-44427-975,1,1,1,3
SH-18-10-44666-332,1,1,1,3
SH-18-10-44694-810,1,1,1,3
SH-18-10-45165-365,1,1,1,3
SH-18-10-51139-757,1,1,1,3
SH-18-10-52781-580,0,1,1,2
SH-18-10-55035-25,1,1,1,3
SH-18-10-57332-11,1,1,0,2
SH-18-10-62687-867,1,1,0,2
SH-18-11-13194-916,1,1,1,3
SH-18-11-21280-110,1,1,1,3
SH-18-11-22402-11,1,1,1,3
SH-18-11-2531-33,0,1,1,2
SH-18-11-26685-843,1,1,1,3
SH-18-11-28045-455,1,1,1,3
SH-18-11-29779-83,1,1,1,3
SH-18-11-3518-357,1,1,1,3
SH-18-11-38531-99,1,1,1,3
SH-18-11-50521-226,1,0,1,2
SH-18-11-5434-756,1,1,1,3
SH-18-11-55809-739,1,1,1,3
SH-18-11-55830-496,1,1,1,3
SH-18-11-5672-733,1,0,1,2
SH-18-11-57409-178,0,1,1,2
SH-18-11-57417-46,1,1,1,3
SH-18-11-60947-383,1,1,1,3
SH-18-11-6244-785,1,1,1,3
SH-18-11-6308-62,1,1,1,3
SH-18-11-6336-311,1,1,1,3
SH-18-11-67029-667,1,1,1,3
SH-18-11-68700-717,1,1,1,3
SH-18-11-69202-33,1,1,1,3
SH-18-12-14555-290,1,0,1,2
SH-18-12-1515-864,1,1,1,3
SH-18-12-17023-636,0,1,1,2
SH-18-12-19965-276,1,1,1,3
SH-18-12-29899-510,1,1,0,2
SH-18-12-30452-646,1,1,1,3
SH-18-12-33697-828,1,1,1,3
SH-18-12-36786-845,1,1,1,3
SH-18-12-37780-936,1,0,0,1
SH-18-12-45937-176,1,1,1,3
SH-18-12-50998-399,1,1,1,3
SH-18-12-55741-110,1,1,1,3
SH-18-12-61099-667,1,1,1,3
SH-18-12-62580-32,1,1,1,3
SH-18-12-73620-755,1,1,1,3
SH-19-01-11545-307,1,1,1,3
SH-19-01-15638-134,1,1,1,3
SH-19-01-15744-974,1,1,1,3
SH-19-01-21175-577,1,1,1,3
SH-19-01-21806-22,1,1,1,3
SH-19-01-24348-321,1,1,1,3
SH-19-01-29337-994,1,1,1,3
SH-19-01-30717-516,1,1,1,3
SH-19-01-44843-989,1,1,1,3
SH-19-01-54750-469,1,1,1,3
SH-19-01-54845-115,0,0,1,1
SH-19-01-58215-363,1,1,1,3
SH-19-01-60803-356,1,1,1,3
SH-19-01-61430-285,1,1,1,3
SH-19-01-61470-699,1,0,1,2
SH-19-01-64711-88,1,1,1,3
SH-19-01-73367-453,1,1,1,3
SH-19-01-7349-510,1,1,1,3
SH-19-01-73863-78,1,0,1,2
SH-19-01-75278-58,1,1,1,3
SH-19-01-76632-658,1,1,1,3
SH-19-01-76834-644,1,1,1,3
SH-19-01-80761-988,1,0,1,2
SH-19-01-8103-160,1,1,1,3
SH-19-02-16058-273,1,1,1,3
SH-19-02-18944-648,1,0,1,2
SH-19-02-23577-836,1,1,1,3
SH-19-02-25085-1,1,0,1,2
SH-19-02-2548-164,1,0,1,2
SH-19-02-3201-99,1,0,1,2
SH-19-02-32156-580,1,1,1,3
SH-19-02-375-70,1,1,1,3
SH-19-02-40412-789,1,0,1,2
SH-19-02-41950-743,1,1,1,3
SH-19-02-46935-128,0,1,1,2
SH-19-02-57089-901,1,0,1,2
SH-19-02-58269-573,1,1,1,3
SH-19-02-59313-353,1,1,1,3
SH-19-02-61181-716,0,0,1,1
SH-19-02-63997-156,1,1,1,3
SH-19-02-64041-257,1,1,1,3
SH-19-02-67913-684,1,1,1,3
SH-19-02-68908-683,1,1,1,3
SH-19-02-6918-628,1,1,0,2
SH-19-02-70231-614,1,0,1,2
SH-19-02-71968-515,1,1,1,3
SH-19-02-72131-350,1,1,1,3
SH-19-03-11868-776,1,1,1,3
SH-19-03-13535-333,1,1,1,3
SH-19-03-1611-955,1,0,1,2
SH-19-03-33331-820,1,1,1,3
SH-19-03-38478-178,1,1,1,3
SH-19-03-44336-44,1,1,1,3
SH-19-03-45874-22,1,1,1,3
SH-19-03-46894-499,1,1,1,3
SH-19-03-47284-345,1,1,1,3
SH-19-03-47813-933,1,1,1,3
SH-19-03-50607-561,1,1,1,3
SH-19-03-56456-439,1,1,1,3
SH-19-03-59970-864,1,1,1,3
SH-19-03-60519-247,1,1,1,3
SH-19-03-6163-50,1,1,1,3
SH-19-03-62073-776,1,1,1,3
SH-19-03-62134-738,1,1,1,3
SH-19-03-63672-991,1,1,1,3
SH-19-03-66306-63,1,1,1,3
SH-19-03-7091-293,1,1,1,3
SH-19-03-71059-974,1,1,1,3
SH-19-04-10469-932,1,1,1,3
SH-19-04-1463-689,1,1,1,3
SH-19-04-15596-726,1,1,1,3
SH-19-04-15989-243,1,1,1,3
SH-19-04-18203-845,1,1,1,3
SH-19-04-26247-941,1,1,1,3
SH-19-04-2848-336,1,0,1,2
SH-19-04-30343-905,1,1,1,3
SH-19-04-32879-514,1,1,1,3
SH-19-04-33228-662,1,0,1,2
SH-19-04-34832-8644,1,0,1,2
SH-19-04-35051-716,1,1,1,3
SH-19-04-40186-268,1,1,1,3
SH-19-04-47874-67,1,1,1,3
SH-19-04-58141-380,1,1,1,3
SH-19-04-7342-316,1,1,1,3
SH-19-05-11592-11,1,1,1,3
SH-19-05-12082-433,1,1,1,3
SH-19-05-12212-803,1,0,1,2
SH-19-05-18320-81,1,1,1,3
SH-19-05-18368-701,1,1,1,3
SH-19-05-18499-581,1,1,1,3
SH-19-05-19639-769,1,0,1,2
SH-19-05-22531-369,1,1,1,3
SH-19-05-31276-703,1,1,1,3
SH-19-05-32991-181,1,1,1,3
SH-19-05-41247-961,1,1,1,3
SH-19-05-4781-242,1,1,1,3
SH-19-05-51520-70,1,1,1,3
SH-19-05-57253-11,1,1,1,3
SH-19-05-61989-223,1,1,1,3
SH-19-05-7420-960,1,1,1,3
SH-19-05-8624-885,1,1,1,3
SH-19-05-9773-858,1,1,1,3
SH-19-06-11334-339,1,1,1,3
SH-19-06-11597-5,1,1,1,3
SH-19-06-1197-839,1,0,1,2
SH-19-06-15424-924,1,1,1,3
SH-19-06-16457-653,1,0,1,2
SH-19-06-18280-972,1,0,1,2
SH-19-06-19883-731,1,1,1,3
SH-19-06-2300-625,1,1,1,3
SH-19-06-27952-235,1,1,1,3
SH-19-06-28032-92,1,1,1,3
SH-19-06-3282-315,1,1,1,3
SH-19-06-39495-717,1,0,1,2
SH-19-06-41262-714,1,1,1,3
SH-19-06-45102-509,1,0,1,2
SH-19-06-45133-601,1,1,1,3
SH-19-06-45279-987,1,0,0,1
SH-19-06-54036-173,1,1,1,3
SH-19-06-57202-504,1,0,1,2
SH-19-06-61780-111,1,0,0,1
SH-19-06-63434-484,1,1,1,3
SH-19-06-63452-842,1,1,1,3
SH-19-06-63473-393,1,1,1,3
SH-19-06-64995-675,1,1,1,3
SH-19-07-28785-577,1,1,1,3
SH-19-07-30849-992,1,1,1,3
SH-19-07-31234-148,1,1,1,3
SH-19-07-47396-189,0,1,1,2
SH-19-07-53124-924,1,1,1,3
SH-19-07-5317-41,1,1,1,3
SH-19-07-5341-33,1,1,1,3
SH-19-07-60575-756,1,1,1,3
SH-19-07-64379-162,1,1,1,3
SH-19-07-66195-134,1,1,1,3
SH-19-07-7027-822,1,1,1,3
SH-19-07-76327-767,1,1,1,3
SH-19-08-13053-390,1,1,1,3
SH-19-08-16374-115,1,1,1,3
SH-19-08-18484-417,1,0,0,1
SH-19-08-19936-312,1,1,1,3
SH-19-08-19988-563,1,1,1,3
SH-19-08-22029-775,1,0,1,2
SH-19-08-26414-948,1,1,1,3
SH-19-08-26928-277,1,1,1,3
SH-19-08-30615-128,1,1,1,3
SH-19-08-33421-111,1,1,1,3
SH-19-08-36892-580,1,1,1,3
SH-19-08-50359-11,1,1,1,3
SH-19-08-51165-593,1,1,1,3
SH-19-08-54340-798,1,0,1,2
SH-19-08-58908-656,1,0,1,2
SH-19-08-6434-114,1,1,1,3
SH-19-08-7926-922,1,0,1,2
SH-19-09-10054-623,1,1,1,3
SH-19-09-19545-642,1,0,1,2
SH-19-09-30094-137,1,1,1,3
SH-19-09-30310-178,1,1,1,3
SH-19-09-32082-795,1,0,1,2
SH-19-09-34706-74,1,1,1,3
SH-19-09-36775-692,1,1,1,3
SH-19-09-40238-452,1,1,1,3
SH-19-09-59199-481,1,1,1,3
SH-19-09-65386-570,1,1,1,3
SH-19-09-6666-834,1,1,1,3
SH-19-09-67472-33,1,1,1,3
SH-19-10-10140-216,1,1,1,3
SH-19-10-10215-679,1,1,1,3
SH-19-10-15709-44,1,1,1,3
SH-19-10-16525-33,1,1,1,3
SH-19-10-21056-94,1,0,1,2
SH-19-10-21284-633,1,1,1,3
SH-19-10-21322-805,1,1,1,3
