verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה
SH-22-09-18327-768,1,1,1
SH-22-09-35121-561,1,0,1
SH-22-09-6999-580,1,1,1
SH-22-10-8152-122,1,1,1
SH-22-11-20743-796,1,0,1
SH-22-11-20770-53,1,1,1
SH-22-11-24328-437,1,0,1
SH-22-11-68319-342,1,1,1
SH-22-12-43471-14,1,1,1
SH-22-12-51251-44,1,1,1
SH-22-12-61452-216,1,1,1
SH-23-01-29620-754,1,0,1
SH-23-02-12493-834,1,0,1
SH-23-02-14802-163,1,1,1
SH-23-03-19819-247,1,1,1
SH-23-03-57002-536,1,1,1
SH-23-04-1579-755,1,1,1
SH-23-04-1783-519,1,0,1
SH-23-04-18449-719,1,1,1
SH-23-04-21064-945,1,1,1
SH-23-04-6793-466,1,1,1
SH-23-05-33774-688,1,0,1
SH-23-05-35361-320,1,1,1
SH-23-05-37255-919,1,1,1
SH-23-05-5159-616,1,0,1
SH-23-06-19300-11,1,1,1
SH-23-06-65412-955,1,1,1
SH-23-07-24614-151,1,1,1
SH-23-07-27417-780,1,1,1
SH-23-07-34982-33,1,1,1
SH-23-07-50031-432,1,1,1
SH-23-07-66127-33,1,1,1
SH-23-07-7617-739,1,1,1
SH-23-08-3748-377,1,1,1
SH-23-08-56421-24,1,1,1
SH-23-09-19950-661,1,1,1
SH-23-09-49591-44,1,1,1
SH-23-09-59614-301,1,1,1
SH-23-10-40321-386,1,1,1
SH-23-10-54551-464,1,0,1
SH-23-11-10938-227,1,1,1
SH-23-11-3468-797,1,1,1
SH-23-11-3661-361,1,1,1
SH-23-11-42118-974,1,1,1
SH-23-11-51663-838,1,1,1
SH-23-11-52126-529,1,1,1
SH-23-11-66110-587,1,1,1
SH-23-12-36267-22,1,1,1
SH-23-12-65646-634,1,1,1
SH-24-01-23533-525,1,1,1
SH-24-01-63953-558,1,1,1
SH-24-02-21108-630,1,1,1
SH-24-02-7520-199,1,1,1
SH-24-04-34366-302,1,1,1
SH-24-04-37506-43,1,1,1
SH-24-04-49525-908,1,1,1
SH-24-05-45761-589,1,1,1
SH-24-05-65090-664-3,1,1,1
SH-24-06-10335-762,1,1,1
SH-24-06-14885-840,1,1,1
SH-24-06-18094-608,1,1,1
SH-24-07-14684-50,1,1,1
SH-24-07-25053-322,1,1,1
SH-24-07-28624-666,1,1,1
SH-24-07-64378-765,1,1,1
SH-24-09-3106-679,1,1,1
SH-24-09-33772-610,1,1,1
SH-24-09-3548-388,1,1,1
SH-24-09-53220-389,1,1,1
SH-24-10-263-916,1,1,1
SH-24-11-31552-991,1,1,1
SH-24-12-22499-67,1,1,1
